Condition,Substrate,Group,Treatment_method ,Concentration,Treatment,Treat_No.,Cultivar,Samples,stem.volume,stem.nodes,length,bush,flowering.day,SPAD
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,5,3.55,9,51.5,6,64,127.1
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_AG,4,AG,6,3.68,8,44,6,65,112.2
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,1,3.64,7,56,3,59,90.1
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,2,3.86,8,43.5,3,59,81.9
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,3,3.98,6,36,3,64,86.5
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,4,3.13,8,48,4,64,114.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,5,4.06,9,46.5,4,67,82.9
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KP,1,CP,6,3.95,8,39,3,68,77.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,1,4.37,9,45.5,3,65,114.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,2,4.81,7,56.5,3,65,104.4
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,3,4.65,9,58.5,5,64,103.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,4,5.44,9,63,4,64,137.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,5,4.96,6,56.5,4,62,126.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KP,2,CP,6,4.23,8,53,4,65,114.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,1,5.16,9,59,5,59,122.8
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,2,4.07,9,54.5,3,65,110.3
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,3,3.68,8,48,3,65,104.8
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,4,4.2,8,55,4,59,108.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,5,4.24,7,50,5,61,102
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KP,3,CP,6,4.21,8,53.5,5,65,117.2
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,1,4.49,8,49,4,65,123.4
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,2,4.53,9,51.5,3,68,123.9
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,3,4.39,9,60.5,4,65,115.1
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,4,4.7,9,55,4,65,118.4
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,5,4.26,8,56.5,4,62,133.7
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KP,4,CP,6,4.07,8,52.5,6,65,106.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,1,3.83,6,53.5,4,56,107.5
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,2,3.63,7,46,4,56,118.2
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,3,4.97,6,50.5,3,59,101.4
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,4,3.24,6,49,4,65,119
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,5,4.07,6,52.5,4,65,111.7
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_BP,1,BP,6,4.2,6,51.5,4,68,145.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,1,5.49,6,54.5,4,61,142.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,2,4.11,6,42.5,4,62,114.6
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,3,3.9,6,44.5,4,65,124.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,4,4.68,7,54,4,65,165.9
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,5,3.96,6,48.5,4,68,144.4
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_BP,2,BP,6,4.45,6,56.5,5,62,154.7
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,1,3.45,6,53,3,56,134.9
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,2,4.51,7,57,6,68,132
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,3,3.9,5,43.5,4,68,109
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,4,4.45,4,54.5,5,68,142
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,5,4.69,6,49.5,3,65,124.1
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_BP,3,BP,6,4.16,7,46.5,6,68,121.5
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,1,5.59,7,60.5,6,68,126
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,2,4.56,5,54.5,5,77,154.7
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,3,4.28,5,48,4,75,123.9
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,4,3.97,6,48,4,77,121.2
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,5,3.87,6,43.5,3,80,127.1
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_BP,4,BP,6,4.54,5,49.5,6,82,134
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,1,4.14,6,43.5,5,66,121.1
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,2,3.72,8,54,3,65,94.4
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,3,4.45,7,43,4,66,126.2
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,4,5.05,7,55,3,65,111.8
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,5,4.67,7,51,3,65,127.1
plant,Nutrient solution,HSR,NSA2_0.0,0,NSA2_0.0_KW,1,KW,6,5.1,7,49.5,4,65,103.7
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KW,2,KW,1,4.45,6,49.5,4,65,138.3
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KW,2,KW,2,4.52,7,50.5,3,68,154
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KW,2,KW,3,3.97,7,46.5,3,68,144.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KW,2,KW,4,3.93,7,46,3,65,149.5
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KW,2,KW,5,4.23,8,51,5,64,122.2
plant,Nutrient solution,HSR,NSA2_0.1,0.1,NSA2_0.1_KW,2,KW,6,4.88,7,47.5,4,65,131.3
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KW,3,KW,1,5.36,8,49.5,3,65,89.5
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KW,3,KW,2,4.15,8,45.5,4,64,153.6
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KW,3,KW,3,3.52,7,52.5,3,59,126.3
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KW,3,KW,4,4.78,7,50.5,4,59,147.1
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KW,3,KW,5,4.26,7,45.5,4,77,139.4
plant,Nutrient solution,HSR,NSA2_0.3,0.3,NSA2_0.3_KW,3,KW,6,4.33,8,45,4,79,125
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KW,4,KW,1,4.72,7,48.5,4,77,142.6
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KW,4,KW,2,5.07,6,46.5,4,65,150.4
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KW,4,KW,3,4.03,7,51.5,3,56,126.3
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KW,4,KW,4,5.68,7,54.5,5,59,106.3
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KW,4,KW,5,3.48,7,46.5,3,68,106.5
plant,Nutrient solution,HSR,NSA2_0.5,0.5,NSA2_0.5_KW,4,KW,6,5.25,8,56,4,62,126.3
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_AG,1,AG,1,4.19,8,52,4,56,115.4
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_AG,1,AG,2,4.29,9,45,4,65,111.1
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_AG,1,AG,3,3.63,8,52,4,59,111.8
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_AG,1,AG,4,3.73,8,53,3,59,91.6
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_AG,1,AG,5,3.51,9,41,2,59,122.7
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_AG,1,AG,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_AG,2,AG,1,4.33,9,57,4,66,134
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_AG,2,AG,2,2.71,10,43,3,65,109.2
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_AG,2,AG,3,3.33,9,45,3,58,110.6
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_AG,2,AG,4,4.18,9,50,3,69,107.2
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_AG,2,AG,5,3.9,8,58,2,59,102.8
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_AG,2,AG,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_AG,3,AG,1,3.7,9,40,3,61,97.7
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_AG,3,AG,2,3.63,8,54,3,60,106.2
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_AG,3,AG,3,3.11,7,34,4,63,92.2
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_AG,3,AG,4,3.19,8,59,3,65,93.4
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_AG,3,AG,5,4.42,7,50,4,58,91
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_AG,3,AG,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_AG,4,AG,1,2.84,7,54,4,64,90.8
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_AG,4,AG,2,3.66,8,65,4,68,97.7
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_AG,4,AG,3,4.03,7,70,3,61,101.4
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_AG,4,AG,4,4.05,8,51,3,63,98.5
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_AG,4,AG,5,3.69,7,48,4,62,120.1
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_AG,4,AG,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0-KP,1,CP,1,3.64,7,56,3,59,98.5
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0-KP,1,CP,2,3.86,8,43.5,3,59,133
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0-KP,1,CP,3,3.98,6,36,3,76,99.1
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0-KP,1,CP,4,3.13,8,48,4,65,108.8
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0-KP,1,CP,5,4.06,9,46.5,4,65,95.4
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0-KP,1,CP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1-KP,2,CP,1,4.75,8,81,3,68,108
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1-KP,2,CP,2,4.2,8,72,3,63,112.7
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1-KP,2,CP,3,4.69,9,74,3,61,143.1
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1-KP,2,CP,4,4.81,8,54,4,58,106.1
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1-KP,2,CP,5,4.91,9,67,4,56,88.2
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1-KP,2,CP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3-KP,3,CP,1,4.3,9,63,4,63,108
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3-KP,3,CP,2,4.7,8,75,3,67,112.7
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3-KP,3,CP,3,4.66,7,68,3,68,143.1
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3-KP,3,CP,4,4.35,7,56,4,60,106.1
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3-KP,3,CP,5,5.38,6,51,3,62,88.2
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3-KP,3,CP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5-KP,4,CP,1,4.92,8,73,3,65,110.4
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5-KP,4,CP,2,4.76,8,55,3,68,130
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5-KP,4,CP,3,4.41,9,62,3,65,110.4
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5-KP,4,CP,4,4.55,7,64,4,65,134.2
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5-KP,4,CP,5,4.84,8,65,3,62,128.7
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5-KP,4,CP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_BP,1,BP,1,3.83,6,53.5,3,56,107.5
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_BP,1,BP,2,3.63,7,46,4,56,118.2
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_BP,1,BP,3,4.97,6,50.5,3,59,101.4
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_BP,1,BP,4,3.24,6,49,3,59,119
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_BP,1,BP,5,4.07,6,52.5,4,61,111.7
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_BP,1,BP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_BP,2,BP,1,4.03,6,52,3,60,126.6
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_BP,2,BP,2,3.63,9,52,4,64,127.1
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_BP,2,BP,3,4.5,5,51,4,63,134.6
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_BP,2,BP,4,4.51,6,62,3,66,107.3
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_BP,2,BP,5,4.78,6,66,4,73,149
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_BP,2,BP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_BP,3,BP,1,4.35,6,41,3,66,107.9
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_BP,3,BP,2,4.31,6,52,4,64,124.5
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_BP,3,BP,3,3.63,6,44,4,65,123.4
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_BP,3,BP,4,3.68,5,54,4,69,145.3
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_BP,3,BP,5,4.72,6,47,3,67,143.2
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_BP,3,BP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_BP,4,BP,1,5.73,5,59,4,69,124.8
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_BP,4,BP,2,5.46,6,45,4,77,124.3
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_BP,4,BP,3,4.49,6,49,3,73,129.2
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_BP,4,BP,4,4.29,7,54,4,71,131.6
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_BP,4,BP,5,4.28,6,46,3,69,139.9
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_BP,4,BP,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_KW,1,KW,1,4.14,6,43.5,5,65,121.1
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_KW,1,KW,2,3.72,8,54,3,65,94.4
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_KW,1,KW,3,4.45,7,43,4,59,126.2
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_KW,1,KW,4,5.05,7,55,3,65,111.8
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_KW,1,KW,5,4.67,7,51,3,65,127.1
plant,Nutrient solution,NSA3,NSA3_0.0,0,NSA3_0.0_KW,1,KW,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_KW,2,KW,1,5.67,7,42,4,65,144.9
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_KW,2,KW,2,4.22,7,65,3,68,141.8
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_KW,2,KW,3,3.12,7,66,3,68,141.8
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_KW,2,KW,4,4.75,8,65,3,65,149.9
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_KW,2,KW,5,4.97,7,60,4,73,150.5
plant,Nutrient solution,NSA3,NSA3_0.1,0.1,NSA3_0.1_KW,2,KW,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_KW,3,KW,1,4.28,8,68,3,65,134.1
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_KW,3,KW,2,4.19,8,66,4,64,158.8
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_KW,3,KW,3,4.66,7,57,3,60,153
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_KW,3,KW,4,3.98,8,60,3,68,130
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_KW,3,KW,5,3.52,7,57,4,77,140.4
plant,Nutrient solution,NSA3,NSA3_0.3,0.3,NSA3_0.3_KW,3,KW,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_KW,4,KW,1,4.26,7,60,3,64,163.5
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_KW,4,KW,2,4.78,8,71,4,65,123.5
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_KW,4,KW,3,4.23,7,55,3,77,150.7
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_KW,4,KW,4,4.72,7,40,4,75,139.4
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_KW,4,KW,5,3.66,7,68,3,68,122.9
plant,Nutrient solution,NSA3,NSA3_0.5,0.5,NSA3_0.5_KW,4,KW,6,NA,NA,NA,NA,NA,NA
plant,Nutrient solution,NSC1,NSC1_0.0,0,NSC1_0.0_AG,1,AG,1,3.03,7,64,3,56,108
plant,Nutrient solution,NSC1,NSC1_0.0,0,NSC1_0.0_AG,1,AG,2,3.24,8,55.5,2,65,103.9
plant,Nutrient solution,NSC1,NSC1_0.0,0,NSC1_0.0_AG,1,AG,3,3.81,8,57.8,2,59,121.2
plant,Nutrient solution,NSC1,NSC1_0.0,0,NSC1_0.0_AG,1,AG,4,3.91,7,45,4,59,133.3
plant,Nutrient solution,NSC1,NSC1_0.0,0,NSC1_0.0_AG,1,AG,5,3.06,7,43.5,2,59,118.2
plant,Nutrient solution,NSC1,NSC1_0.0,0,NSC1_0.0_AG,1,AG,6,2.88,8,54,2,59,88.6
plant,Nutrient solution,NSC1,NSC1_0.1,0.1,NSC1_0.1_AG,2,AG,1,3.48,10,49.5,5,77,130.3
plant,Nutrient solution,NSC1,NSC1_0.1,0.1,NSC1_0.1_AG,2,AG,2,2.66,8,41.5,2,68,104.6
plant,Nutrient solution,NSC1,NSC1_0.1,0.1,NSC1_0.1_AG,2,AG,3,2.75,9,23.9,2,75,95.7
plant,Nutrient solution,NSC1,NSC1_0.1,0.1,NSC1_0.1_AG,2,AG,4,2.97,8,40.8,3,65,102.8
plant,Nutrient solution,NSC1,NSC1_0.1,0.1,NSC1_0.1_AG,2,AG,5,3.9,10,37.1,3,76,111.7
