substrate,Group,Concentration,one_group,treat.No.,Cultivar,samples,Stem_volume,Stem_nodes,Length,Bush,Flowering_day,SPAD,Total_nitrogen,PO,KO,CaO,MgO,Fresh_weight,Dry_weight,Weight_diff,Vase_life,Petals,Petal_size,L,a,b
soil,SSV,0,PSA,1,AG,1,3.73,8,58.5,5,56,104.5,1.18,0.32,3.08,0.13,0.44,1.97,0.35,1.62,3,9,45.12,77.71,-8.35,17.8
soil,SSV,0,PSA,1,AG,2,3.86,8,58,4,59,114,1.19,0.36,3.09,0.13,0.44,2.58,0.51,2.07,8,10,39.12,81.02,-8.86,17.21
soil,SSV,0,PSA,1,AG,3,3.65,8,47,4,59,99.9,1.16,0.33,3.09,0.13,0.43,2.21,0.37,1.84,11,13,48.54,83.47,-10.28,19.79
soil,SSV,0,PSA,1,AG,4,4.33,7,49,3,59,108.4,1.18,0.36,3.08,0.13,0.44,2.34,0.66,1.68,9,12,43.01,84.94,-12.09,24.94
soil,SSV,0,PSA,1,AG,5,4.03,7,61.5,4,57,99.2,1.19,0.31,3.06,0.13,0.43,2.63,0.23,2.4,10,11,42.23,83.54,-12.54,28.63
soil,SSV,0,PSA,1,AG,6,3.67,8,50.5,4,68,91.4,1.18,0.32,3.09,0.13,0.44,2.54,0.59,1.95,11,14,45.98,77.95,-11.09,22.12
soil,SSV,0.1,PSA,2,AG,1,4.05,9,59,5,64,104.4,1.06,0.32,3.45,0.13,0.41,2.15,0.54,1.61,8,10,47.92,81.38,-16.44,31.81
soil,SSV,0.1,PSA,2,AG,2,3.91,9,54.5,5,59,101.6,1.08,0.35,3.48,0.14,0.42,1.78,0.57,1.21,3,9,41.03,84.93,-10.53,33.04
soil,SSV,0.1,PSA,2,AG,3,4.3,8,53,4,59,96.3,1.04,0.33,3.46,0.14,0.41,1.44,0.7,0.74,3,11,43.15,83.78,-11.8,25.58
soil,SSV,0.1,PSA,2,AG,4,4.15,9,56.5,5,59,105.4,1.07,0.35,3.48,0.14,0.42,2.78,0.57,2.21,3,10,44.55,77.85,-12.38,27.09
soil,SSV,0.1,PSA,2,AG,5,3.61,8,53.5,4,68,106.2,1.08,0.35,3.44,0.13,0.42,1.49,0.42,1.07,8,10,45.09,76.19,-12.86,25.69
soil,SSV,0.1,PSA,2,AG,6,3.8,9,57,4,60,93.6,1.06,0.33,3.45,0.13,0.41,2.09,0.38,1.71,5,11,50.78,77.77,-11.95,23.51
soil,SSV,0.3,PSA,3,AG,1,4.1,9,54,7,56,104.3,0.66,1.21,3.33,0.14,0.45,2.2,0.62,1.58,5,10,43.1,82.5,-9.23,20.92
soil,SSV,0.3,PSA,3,AG,2,4.35,9,58,3,56,86.5,0.68,1.25,3.36,0.14,0.45,1.41,0.33,1.08,8,10,49.01,71.87,-14.19,30.84
soil,SSV,0.3,PSA,3,AG,3,3.73,8,48,6,59,108.3,0.67,1.22,3.34,0.14,0.45,1.96,0.6,1.36,10,12,40.98,85.02,-12.55,25.58
soil,SSV,0.3,PSA,3,AG,4,3.85,8,52,4,59,89.3,0.68,1.25,3.35,0.14,0.45,2.09,0.36,1.73,3,9,40.66,85.89,-8.87,19.75
soil,SSV,0.3,PSA,3,AG,5,3.77,8,51.5,4,59,100.5,0.66,1.21,3.33,0.14,0.45,1.96,0.51,1.45,12,15,42.65,83.54,-10.21,22.15
soil,SSV,0.3,PSA,3,AG,6,4.07,8,60.5,5,59,107.7,0.65,1.21,3.33,0.14,0.45,1.86,0.47,1.39,3,10,42.79,83.13,-11.71,23.05
soil,SSV,0.5,PSA,4,AG,1,4.15,8,50,6,56,108.2,0.88,0.34,2.8,0.17,0.41,1.33,0.77,0.56,7,10,48.65,87.33,-10.6,24.49
soil,SSV,0.5,PSA,4,AG,2,4.33,8,45,4,59,108.6,0.89,0.36,2.88,0.17,0.41,1.73,0.4,1.33,10,12,40.14,82.25,-13.02,26
soil,SSV,0.5,PSA,4,AG,3,3.91,8,60,4,59,82.3,0.89,0.33,2.83,0.16,0.4,1.84,0.46,1.38,3,9,47.62,84.09,-11.02,21.61
soil,SSV,0.5,PSA,4,AG,4,2.93,8,53,3,59,51.4,0.89,0.36,2.88,0.16,0.42,2.11,0.46,1.65,8,10,47.88,84.05,-10.37,22.3
soil,SSV,0.5,PSA,4,AG,5,3.56,8,46,3,71,84.2,0.86,0.34,2.78,0.17,0.42,1.83,0.57,1.26,10,10,43.68,80.07,-15.34,30.4
soil,SSV,0.5,PSA,4,AG,6,4.54,9,57.5,4,68,100.3,0.87,0.33,2.83,0.17,0.41,1.66,0.42,1.24,10,13,49.66,81.62,-14.01,28.73
soil,SSV,0,PSA,1,CP,1,4.43,8,50.5,4,56,99.5,1.63,0.28,2.89,0.22,0.47,3.16,0.54,2.62,5,10,50.01,77.88,13.1,1.43
soil,SSV,0,PSA,1,CP,2,4.96,8,47,4,59,89.6,1.68,0.25,2.87,0.27,0.56,3.09,0.84,2.25,3,9,52.66,72.88,20.03,1.96
soil,SSV,0,PSA,1,CP,3,4.28,8,54.5,5,59,82.8,1.62,0.27,2.89,0.22,0.47,3.01,0.61,2.4,7,11,53.09,68.62,15.5,2.08
soil,SSV,0,PSA,1,CP,4,4.57,7,49.5,5,59,82.6,1.62,0.27,2.89,0.22,0.47,3.39,0.43,2.96,7,11,54.12,82.93,10.97,3.08
soil,SSV,0,PSA,1,CP,5,4.75,7,60.5,3,61,93.1,1.62,0.27,2.88,0.22,0.47,4.41,0.5,3.91,10,12,45.99,76.75,9.94,1.57
soil,SSV,0,PSA,1,CP,6,3.74,8,65.5,3,59,72.6,1.61,0.27,2.89,0.22,0.47,2.44,0.72,1.72,8,12,50.36,78.04,10.28,1.63
soil,SSV,0.1,PSA,2,CP,1,4.17,8,62.8,4,61,79.4,1.11,0.26,2.46,0.22,0.4,3.34,0.47,2.87,12,16,48.01,76.88,14.66,2.14
soil,SSV,0.1,PSA,2,CP,2,4.05,7,55.5,3,59,57,1.13,0.27,2.47,0.27,0.48,3.49,0.57,2.92,8,11,52.46,75.5,10.65,3.36
soil,SSV,0.1,PSA,2,CP,3,3.82,7,58,4,64,62.7,1.13,0.27,2.46,0.22,0.4,3.41,0.67,2.74,8,12,52.33,65.99,8.47,0.66
soil,SSV,0.1,PSA,2,CP,4,3.95,6,60,4,65,86.6,1.14,0.26,2.46,0.22,0.4,2.56,0.43,2.13,10,14,48.66,76.8,13.19,1.58
soil,SSV,0.1,PSA,2,CP,5,4.43,8,57.5,4,59,103.9,1.11,0.26,2.46,0.22,0.4,3.08,0.83,2.25,8,13,50,76.98,13.82,2.99
soil,SSV,0.1,PSA,2,CP,6,4.64,8,54,5,65,99.9,1.14,0.26,2.46,0.22,0.4,2.61,0.65,1.96,7,10,56.24,69.06,14.83,1.75
soil,SSV,0.3,PSA,4,CP,1,4.65,8,60,4,56,99.9,1.08,0.3,2.57,0.21,0.46,2.64,0.74,1.9,3,10,50.99,74.32,12.07,4.38
soil,SSV,0.3,PSA,4,CP,2,5.24,7,61.5,5,56,104.6,1.05,0.32,2.52,0.27,0.53,2.42,0.72,1.7,7,13,50.88,74.17,15.43,4.12
soil,SSV,0.3,PSA,4,CP,3,5.61,9,65.5,4,59,103.6,1.09,0.29,2.57,0.21,0.46,2.69,0.54,2.15,5,11,46.65,79.45,12.05,2.88
soil,SSV,0.3,PSA,4,CP,4,4.76,8,58,5,59,101.1,1.05,0.29,2.55,0.21,0.46,3.17,0.8,2.37,7,12,47.77,80.44,13.03,2.97
soil,SSV,0.3,PSA,4,CP,5,4.71,8,60.5,4,62,105.2,1.08,0.29,2.57,0.21,0.46,2.46,0.92,1.54,7,13,53.12,75.81,13.83,3.59
soil,SSV,0.3,PSA,4,CP,6,4.96,8,55,5,59,104,1.05,0.29,2.55,0.21,0.46,2.6,0.7,1.9,8,12,54.04,80.7,9.1,4.05
soil,SSV,0.5,PSA,4,CP,1,3.25,8,52.5,3,61,79.9,0.79,1.41,2.24,0.25,0.46,2.3,0.68,1.62,8,12,44.78,75.42,13.12,3.17
soil,SSV,0.5,PSA,4,CP,2,3.52,8,60,3,64,76.4,0.77,1.45,2.28,0.3,0.54,2.09,0.79,1.3,5,13,44.99,74.41,14.21,1.74
soil,SSV,0.5,PSA,4,CP,3,3.49,8,57,3,59,76.7,0.77,1.41,2.21,0.25,0.46,3.24,0.61,2.63,10,14,53.11,78.32,9.28,3.02
soil,SSV,0.5,PSA,4,CP,4,4.21,8,59.5,5,59,86.5,0.79,1.41,2.24,0.25,0.46,2.74,1.05,1.69,5,12,54.09,74.14,13.31,2.11
soil,SSV,0.5,PSA,4,CP,5,4.07,8,59,5,65,80.4,0.79,1.41,2.24,0.25,0.46,3.09,0.83,2.26,3,10,54.77,75.13,16.84,1.77
soil,SSV,0.5,PSA,4,CP,6,4.16,8,60,3,59,86.2,0.79,1.41,2.24,0.25,0.46,3.84,0.72,3.12,7,13,55.21,77.88,13.22,3.66
soil,SSV,0,PSA,1,BP,1,4.34,6,43,5,56,98.6,1.16,0.39,2.62,0.31,0.59,2.26,0.52,1.74,8,11,43.21,88.35,1.91,1.74
soil,SSV,0,PSA,1,BP,2,4.99,6,51,6,73,96,1.18,0.35,2.66,0.38,0.68,2.87,0.47,2.4,9,12,40.69,31.41,37.29,-31.48
soil,SSV,0,PSA,1,BP,3,4.73,5,56,5,62,89.1,1.18,0.37,2.64,0.31,0.58,2.01,0.56,1.45,9,15,42.77,33.24,30.65,-25.69
soil,SSV,0,PSA,1,BP,4,3.84,5,51.5,4,59,110.6,1.18,0.35,2.66,0.38,0.68,2.51,0.61,1.9,9,14,45.89,67.86,13.02,-11.9
soil,SSV,0,PSA,1,BP,5,4.75,6,69,4,64,102.6,1.16,0.35,2.62,0.37,0.67,2.23,0.47,1.76,7,12,42.89,60.04,12.93,-12.03
soil,SSV,0,PSA,1,BP,6,5.3,6,54.5,5,65,116.6,1.18,0.35,2.64,0.38,0.68,2.52,0.78,1.74,7,10,40.97,72.86,10.05,-8.32
soil,SSV,0.1,PSA,2,BP,1,3.7,6,54.6,4,65,126.2,0.83,0.28,2.55,0.24,0.46,1.61,0.37,1.24,3,11,40.66,31.45,23.35,-19.22
soil,SSV,0.1,PSA,2,BP,2,3.69,6,48.5,2,65,106.7,0.86,0.26,2.57,0.29,0.52,3.18,0.51,2.67,12,16,40.98,65.33,10.24,-8.3
soil,SSV,0.1,PSA,2,BP,3,2.89,6,57,3,61,120.4,0.85,0.27,2.54,0.25,0.47,1.98,0.57,1.41,8,10,42.02,56.78,19.1,-16.26
soil,SSV,0.1,PSA,2,BP,4,4.02,6,54.5,4,75,95.3,0.86,0.26,2.57,0.29,0.52,1.86,0.83,1.03,8,13,43.06,53,13.21,-11.54
soil,SSV,0.1,PSA,2,BP,5,4.24,7,47.5,4,59,91.5,0.83,0.28,2.55,0.29,0.52,2.68,0.66,2.02,8,15,41.91,48.39,12.69,-10.82
soil,SSV,0.1,PSA,2,BP,6,3.79,6,48,3,65,110.9,0.86,0.26,2.57,0.29,0.52,3,0.61,2.39,10,14,42.01,51.16,21.7,-18.2
soil,SSV,0.3,PSA,3,BP,1,4.4,6,74.5,5,62,64.8,0.95,0.33,2.2,0.32,0.49,2.13,0.58,1.55,10,15,44.68,65.96,8.58,-7.96
soil,SSV,0.3,PSA,3,BP,2,3.95,6,53.5,5,65,82.6,0.98,0.35,2.22,0.39,0.55,2.38,0.44,1.94,7,12,46.59,67.69,13.73,-12.21
soil,SSV,0.3,PSA,3,BP,4,5.45,6,51,3,60,118.9,0.98,0.35,2.22,0.39,0.55,2.48,0.62,1.86,8,10,46.55,75.84,4.65,-4.59
soil,SSV,0.3,PSA,3,BP,5,4.7,6,56.5,3,59,117.7,0.95,0.33,2.2,0.39,0.55,2.81,0.41,2.4,7,13,48.44,66.32,7.56,-5.32
soil,SSV,0.3,PSA,3,BP,6,4.06,6,51,4,68,135.8,0.97,0.35,2.22,0.39,0.55,2.73,0.52,2.21,8,10,42.46,66.32,7.56,-5.32
soil,SSV,0.5,PSA,4,BP,1,4.2,6,53.5,5,64,124.3,0.75,0.5,2.27,0.3,0.48,3.08,0.84,2.24,12,14,40.12,35.29,21.44,-18.68
soil,SSV,0.5,PSA,4,BP,2,4.79,6,57,4,59,122.3,0.77,0.52,2.25,0.37,0.54,1.9,0.78,1.12,10,13,44.32,46.99,28.54,-25.89
soil,SSV,0.5,PSA,4,BP,3,4.42,6,59,4,56,136.2,0.77,0.49,2.28,0.31,0.49,2.68,0.43,2.25,7,12,50.01,29.75,33.93,-27.84
soil,SSV,0.5,PSA,4,BP,4,3.18,5,58,3,62,97.4,0.77,0.52,2.25,0.37,0.54,2.35,0.74,1.61,10,12,46.34,68.3,11.07,-9.41
soil,SSV,0.5,PSA,4,BP,5,4.69,7,57.5,5,68,99.8,0.75,0.5,2.27,0.37,0.54,1.56,0.85,0.71,7,10,41.61,51.18,17.84,-15.72
soil,SSV,0.5,PSA,4,BP,6,4.81,6,57.5,4,65,94.1,0.77,0.52,2.25,0.37,0.54,1.39,0.74,0.65,7,11,42.69,49.45,20.9,-18.32
soil,SSV,0,PSA,1,KW,1,4.08,8,66.5,3,64,99.8,1.34,0.35,2.36,0.24,0.47,3.71,0.61,3.1,7,11,42.98,86.24,-2.15,6.58
soil,SSV,0,PSA,1,KW,2,4.92,7,63.5,3,65,74.5,1.36,0.38,2.32,0.31,0.57,3.9,0.68,3.22,7,13,44.62,93.37,-0.78,3.74
soil,SSV,0,PSA,1,KW,3,3.863,7,56.7,3,65,90.8,1.33,0.37,2.35,0.24,0.47,3.36,0.63,2.73,7,11,42.36,87.73,-0.53,2.32
soil,SSV,0,PSA,1,KW,4,4.03,7,54.5,2,65,117.7,1.31,0.37,2.38,0.24,0.47,3.64,0.47,3.17,7,14,44.06,85.13,-2.29,7.68
soil,SSV,0,PSA,1,KW,5,4.63,7,63.5,4,63,134,1.33,0.37,2.34,0.24,0.47,4.54,0.43,4.11,7,11,40.88,90.19,-0.7,3.84
soil,SSV,0,PSA,1,KW,6,4.89,7,61,4,60,125.1,1.31,0.37,2.38,0.24,0.47,2.94,0.85,2.09,10,15,41.22,91.9,-0.79,3.35
soil,SSV,0.1,PSA,2,KW,1,5.14,7,66.5,5,65,135,0.96,0.31,2.09,0.24,0.33,2.76,0.85,1.91,10,10,44.63,91.18,-1.2,3.45
soil,SSV,0.1,PSA,2,KW,2,4.75,7,64.5,3,68,130.9,0.95,0.38,2.02,0.3,0.39,4.29,0.56,3.73,12,14,44.61,82.06,-0.9,2.91
soil,SSV,0.1,PSA,2,KW,3,5.06,7,66,4,59,126.4,0.97,0.3,2.1,0.24,0.33,4.14,0.57,3.57,8,11,47.78,86.61,-1.64,4.29
soil,SSV,0.1,PSA,2,KW,4,4.37,7,71,3,60,108.8,0.96,0.31,2.09,0.24,0.33,3.47,0.77,2.7,7,15,47.77,90.37,-1.57,4.02
soil,SSV,0.1,PSA,2,KW,5,3.15,7,63,3,61,73.5,0.96,0.31,2.09,0.24,0.33,3.62,0.52,3.1,8,10,45.01,91.68,-1.16,3.57
soil,SSV,0.1,PSA,2,KW,6,4.32,7,46.5,3,76,106.2,0.96,0.31,2.09,0.24,0.33,3.24,0.8,2.44,10,14,50.66,87.74,-0.89,1.66
soil,SSV,0.3,PSA,3,KW,1,3.13,6,45.5,3,68,108.1,0.93,0.35,1.92,0.24,0.35,3.41,0.81,2.6,8,10,49.11,92.05,-1.81,4.32
soil,SSV,0.3,PSA,3,KW,2,3.94,7,66,3,59,123.3,0.95,0.36,1.94,0.29,0.42,3.75,0.61,3.14,12,15,41.36,88.35,-3.1,8.87
soil,SSV,0.3,PSA,3,KW,3,3.78,6,68.5,3,61,134.8,0.96,0.37,1.94,0.24,0.35,3.37,0.4,2.97,8,11,40.21,91.82,-1.22,4.47
soil,SSV,0.3,PSA,3,KW,4,4.48,7,62.5,3,65,98.1,0.93,0.35,1.92,0.24,0.35,3.14,0.44,2.7,7,10,40.33,92.94,-3.27,8.22
soil,SSV,0.3,PSA,3,KW,5,4.69,6,68,4,68,103.9,0.94,0.35,1.92,0.24,0.35,3.01,0.81,2.2,10,15,36.44,88.09,-3.2,7.61
soil,SSV,0.3,PSA,3,KW,6,3.48,6,63,3,68,97.9,0.93,0.35,1.92,0.24,0.35,3.43,1,2.43,8,11,38.49,88.91,-1.42,5.4
soil,SSV,0.5,PSA,4,KW,1,4.49,7,62,3,65,110.8,0.67,2.07,2.8,0.24,0.62,3.51,0.56,2.95,7,11,47.01,84.71,-1.76,6.06
soil,SSV,0.5,PSA,4,KW,2,4.09,6,71,3,65,116.5,0.68,2.05,2.83,0.3,0.75,3.68,0.96,2.72,8,12,35.99,93.96,-1.55,5.48
soil,SSV,0.5,PSA,4,KW,3,5,6,45,4,59,111.5,0.66,2.06,2.79,0.24,0.62,3.77,0.71,3.06,8,10,40.39,72.77,-0.35,2.66
soil,SSV,0.5,PSA,4,KW,4,4.47,7,61,3,65,96.8,0.66,2.06,2.79,0.24,0.62,3.23,0.77,2.46,7,10,41.62,82.37,-1.33,4.47
soil,SSV,0.5,PSA,4,KW,5,3.91,6,45,4,64,109.4,0.66,2.06,2.77,0.24,0.62,4.11,0.68,3.43,10,15,44.55,86.25,-1.49,5.2
soil,SSV,0.5,PSA,4,KW,6,4.65,7,62,3,65,83.2,0.66,2.06,2.79,0.24,0.62,3.88,0.74,3.14,7,10,40.45,83.16,-0.59,3.29
soil,SSR,0,PSA,1,AG,1,3.73,9,58.5,5,56,104.5,1.18,0.32,3.08,0.13,0.44,1.97,0.35,1.62,3,9,47.12,77.71,-8.35,17.8
soil,SSR,0,PSA,1,AG,2,3.86,8,58,4,59,114,1.19,0.36,3.09,0.13,0.44,2.58,0.51,2.07,7,10,40.62,81.02,-8.86,17.21
soil,SSR,0,PSA,1,AG,3,3.65,8,47,4,59,99.9,1.16,0.33,3.09,0.13,0.43,2.21,0.37,1.84,10,13,50.35,83.47,-10.28,19.79
soil,SSR,0,PSA,1,AG,4,4.33,7,49,3,59,108.4,1.18,0.36,3.08,0.13,0.44,2.34,0.66,1.68,9,12,43.01,84.94,-12.09,24.94
soil,SSR,0,PSA,1,AG,5,4.03,7,61.5,4,57,96.6,1.19,0.31,3.06,0.13,0.43,2.63,0.23,2.4,10,11,42.23,83.54,-12.54,28.63
soil,SSR,0,PSA,1,AG,6,3.67,8,50.5,4,68,91.4,1.18,0.32,3.09,0.13,0.44,2.54,0.59,1.95,10,14,49.95,77.95,-11.09,22.12
soil,SSR,0.1,PSA,2,AG,1,3.99,8,57.5,4,65,93.9,0.67,0.28,2.28,0.18,0.37,2.76,0.54,2.22,12,12,52.12,76.73,-10.81,23.97
soil,SSR,0.1,PSA,2,AG,2,3.64,7,55,5,65,91.4,0.66,0.28,2.29,0.18,0.38,2.86,0.73,2.13,8,11,53.23,83.13,-7.18,16.79
soil,SSR,0.1,PSA,2,AG,3,3.55,7,45.5,5,65,96.8,0.65,0.27,2.27,0.18,0.38,2.52,0.68,1.84,10,11,55.21,84.42,-8.29,19.04
soil,SSR,0.1,PSA,2,AG,4,3.8,8,59,5,59,91.7,0.66,0.28,2.29,0.18,0.38,2.29,0.76,1.53,8,10,55.62,80.56,-13.94,31.27
soil,SSR,0.1,PSA,2,AG,5,2.72,8,50,4,65,66.5,0.67,0.28,2.28,0.18,0.37,2.2,0.6,1.6,10,11,54.15,80.18,-7.26,17.26
soil,SSR,0.1,PSA,2,AG,6,4.08,7,54,3,59,85.1,0.64,0.27,2.28,0.18,0.37,1.6,0.48,1.12,8,10,55.44,83.48,-9.94,23.06
soil,SSR,0.3,PSA,3,AG,1,3.02,8,56.5,5,65,61.8,0.63,0.3,2.49,0.2,0.39,2.29,0.63,1.66,12,12,51.66,83.72,-9.67,23.68
soil,SSR,0.3,PSA,3,AG,2,3.24,7,50,4,65,91.1,0.65,0.32,2.47,0.2,0.39,2.11,0.43,1.68,12,12,50.77,79.08,-11.07,24.9
soil,SSR,0.3,PSA,3,AG,3,3.04,7,49.5,4,59,89.9,0.66,0.31,2.5,0.21,0.39,2.78,0.43,2.35,12,11,55,79.82,-11.24,24.77
soil,SSR,0.3,PSA,3,AG,4,4.57,8,47.5,6,59,105.1,0.65,0.32,2.47,0.2,0.39,2.24,0.54,1.7,8,10,53.91,83.27,-10.09,20.32
soil,SSR,0.3,PSA,3,AG,5,3.43,8,55,4,75,80.4,0.64,0.3,2.47,0.2,0.37,2.88,0.72,2.16,10,10,56.65,82.54,-10.88,25
soil,SSR,0.3,PSA,3,AG,6,3.21,7,55.5,5,75,98,0.66,0.31,2.5,0.21,0.39,2.24,0.82,1.42,8,10,57.01,80.51,-7.93,17.26
soil,SSR,0.5,PSA,4,AG,1,4.34,8,54.5,5,65,68.9,0.76,0.28,2.72,0.18,0.37,2.85,0.42,2.43,12,12,50.21,84.59,-9.37,23.05
soil,SSR,0.5,PSA,4,AG,2,3.02,7,43,4,59,23.5,0.78,0.26,2.75,0.18,0.37,2.6,0.79,1.81,8,10,53.3,84.59,-10.32,24.07
soil,SSR,0.5,PSA,4,AG,3,3.63,8,53.5,4,59,66.5,0.78,0.26,2.73,0.18,0.38,2.91,0.83,2.08,12,12,53.4,79.06,-10.86,24.16
soil,SSR,0.5,PSA,4,AG,4,4.44,8,52,6,76,121.1,0.76,0.25,2.74,0.18,0.37,2.4,0.76,1.64,8,10,55.87,84.07,-11.44,25.55
soil,SSR,0.5,PSA,4,AG,5,3.32,8,45,6,59,97.6,0.76,0.28,2.72,0.18,0.37,2,0.67,1.33,8,10,50.62,75.56,-11.91,25.37
soil,SSR,0.5,PSA,4,AG,6,3.94,6,55,4,65,89.4,0.74,0.29,2.74,0.18,0.37,2.71,0.46,2.25,10,10,51.19,74.17,-13.16,27.16
soil,SSR,0,PSA,1,CP,1,4.43,8,50.5,4,56,99.5,1.63,0.28,2.89,0.22,0.47,3.16,0.54,2.62,5,10,50.01,77.88,13.1,1.43
soil,SSR,0,PSA,1,CP,2,4.96,8,47,4,59,89.6,1.68,0.25,2.87,0.27,0.56,3.09,0.84,2.25,3,9,52.66,72.88,20.03,1.96
soil,SSR,0,PSA,1,CP,3,4.28,8,54.5,5,59,82.8,1.62,0.27,2.89,0.22,0.47,3.01,0.61,2.4,7,11,53.09,68.62,15.5,2.08
soil,SSR,0,PSA,1,CP,4,4.57,7,49.5,5,59,82.6,1.62,0.27,2.89,0.22,0.47,3.39,0.43,2.96,7,11,54.12,82.93,10.97,3.08
soil,SSR,0,PSA,1,CP,5,4.75,7,60.5,3,61,93.1,1.62,0.27,2.88,0.22,0.47,4.41,0.5,3.91,9,12,45.99,76.75,9.94,1.57
soil,SSR,0,PSA,1,CP,6,3.74,8,65.5,3,59,72.6,1.61,0.27,2.89,0.22,0.47,2.44,0.72,1.72,7,12,50.36,78.04,10.28,1.63
soil,SSR,0.1,PSA,2,CP,1,4.45,8,56,5,65,87.2,0.72,0.34,2.65,0.18,0.46,2.96,0.72,2.24,6,10,55.63,75.69,15.9,2.9
soil,SSR,0.1,PSA,2,CP,2,4.25,7,65.6,3,64,90,0.73,0.35,2.66,0.23,0.56,2.7,0.65,2.05,7,13,40.32,78.81,15.17,3.69
soil,SSR,0.1,PSA,2,CP,3,4.15,7,52,4,64,91.7,0.74,0.34,2.63,0.18,0.46,2.75,0.33,2.42,7,12,55.49,74.39,8.83,1.43
soil,SSR,0.1,PSA,2,CP,4,4.92,7,50,4,65,99.8,0.72,0.34,2.65,0.18,0.46,2.42,0.56,1.86,7,13,53.24,71.41,8.44,3.59
soil,SSR,0.1,PSA,2,CP,5,3.86,7,53.5,3,74,74.6,0.72,0.34,2.65,0.18,0.46,3.82,0.78,3.04,7,12,56.62,75.76,19.32,1.14
soil,SSR,0.1,PSA,2,CP,6,4.07,6,40,4,75,75.1,0.72,0.34,2.65,0.18,0.46,3.16,0.56,2.6,6,10,54.28,83.83,7.33,2.83
soil,SSR,0.3,PSA,4,CP,1,4.82,8,57.5,4,59,86,1.11,0.32,2.72,0.2,0.44,2.41,0.32,2.09,10,13,57.55,78.38,10.17,2.65
soil,SSR,0.3,PSA,4,CP,2,5.52,8,64.8,5,59,90.9,1.15,0.36,2.76,0.25,0.54,2.46,0.51,1.95,8,10,55.69,80.21,8.45,3.97
