condition,substrate,group,treatment method ,treatment,treat No.,cultivar,number,samples,L_1,a_1,b_1,L_6,a_6,b_6,L_9,a_9,b_9,L_11,a_11,b_11,L_14,a_14,b_14
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,9,70.3,-0.46,3.35,87.72,-0.26,2.47,83.07,-0.25,1.87,89.32,-1.22,4.23,86.18,-1.57,10.24
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,10,65.16,0.52,1.57,89.42,-0.59,3.21,78.67,-0.24,2.68,91.04,-1.79,7.3,87.2,-1.16,12.73
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,10,66.97,0.24,1.59,89.22,-0.48,3.13,90.99,-0.78,2.99,91.76,-1.82,7.41,86.24,-1.06,12.75
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,10,66.25,0.37,1.57,89.15,-0.6,3.09,90.56,-1.25,4.79,91.89,-1.79,7.46,85.83,-1.11,12.77
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,11,63.67,-1.86,6.6,87.15,-1.94,5.62,91.2,-1.35,5.13,92.07,-1.75,5.58,88.3,-3.88,13.13
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,11,70.15,-2.79,6.84,86.95,-1.83,5.32,91.48,-1.26,5.22,91.31,-1.9,5.41,89.38,-3.83,13.23
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,11,70.91,-2.9,6.83,83.58,-1.77,5.39,82.65,-1.73,4.96,92.33,-2.06,6.1,89.52,-3.85,13.31
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,1,12,52.48,0.93,4.18,89.82,-2.17,7.47,80.13,-1.39,4.42,87.14,-1.45,11.31,78.98,1.08,18
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,2,12,55,0.38,3.09,89.99,-2.16,7.54,81.53,-1.51,4.64,87.56,-1.47,11.61,78.41,0.93,17.79
"Flower, water",Nutrient solution,HSR,NSA 0.0,NSA_0.0_KW,1,KW,3,12,56.35,0.25,4.09,90.18,-2.26,7.69,86.95,-2.63,11.82,87.5,-1.45,11.55,78.75,1.02,17.96
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,1,84.13,-2.73,5.11,60.56,3.28,7.74,93.57,-1.4,4.91,90.48,-1.56,4.8,93.11,-1.81,6.73
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,1,81.87,-2.55,4.64,64.32,0.19,4.31,93.09,-1.08,3.9,90.83,-1.53,4.92,93.25,-1.92,6.78
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,1,81.51,-2.54,4.63,65.64,0.03,4.66,92.21,-1.62,6.61,90.79,-1.54,4.77,93.48,-1.8,6.96
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,2,82.1,-1.51,2.68,84.28,-0.12,2.35,88.58,-0.37,2.23,92.42,-1.65,7.26,88.7,-1.68,10.97
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,2,83.98,-1.71,2.87,83.69,-0.03,2.18,88.22,-0.29,2.34,92.71,-1.69,7.43,89.12,-1.71,10.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,2,84.72,-1.9,3.02,85.83,-0.39,2.63,88.14,-0.38,2.47,92.66,-1.62,7.42,90.29,-1.75,10.79
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,3,63.77,-0.19,2.81,85.08,-0.5,3.52,61.4,0.59,12.09,89.03,-1.94,6.06,87.79,-1.26,12.43
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,3,63.14,-0.08,2.76,85.59,-0.62,3.5,67.16,-0.5,17.08,89.4,-2.03,6.22,88.25,-1.19,12.56
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,3,62.85,0,2.76,86.1,-0.68,3.51,66.47,-0.59,19.46,89.53,-2.02,6.27,88.24,-1.19,12.64
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,4,85.13,-3.64,7.73,92.29,-2.21,8.36,87.13,-1.62,4.62,90.19,-2.69,7.69,83.4,-2.41,10.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,4,86.93,-3.82,7.81,92.19,-2.22,8.36,79.71,-0.78,3.08,89.88,-2.63,7.58,87.44,-2.91,11.31
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,4,87.64,-3.85,7.83,92.04,-2.27,8.52,80.76,-1.04,3.29,89.86,-2.6,7.69,88.89,-3.15,11.6
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,5,87.24,-2.78,5.36,81.41,0.24,1.96,80.79,-0.13,2.09,87.22,-1.32,5.85,88.34,-2.71,11.63
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,5,88.44,-2.95,5.5,81.82,0.14,2.09,70.17,0.88,1.32,87.63,-1.37,5.89,87.54,-2.61,11.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,5,88.96,-3.12,5.62,81.33,0.16,2.01,69.36,1.03,1.48,87.74,-1.39,5.88,87.54,-2.7,11.5
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,6,88,-1.83,2.13,83.44,0.34,2.47,63.61,1.1,1.59,92.77,-1.38,7.08,86.23,-1.85,14.07
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,6,88.28,-1.84,2.08,82.04,0.22,2.84,63.16,1.31,1.57,91.13,-1.31,5.68,80.19,-0.71,13.47
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,6,89.82,-2.02,2.5,85.34,-0.05,2.81,62.64,1.49,1.48,88.66,-1.11,5.26,80.73,-0.74,13.39
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,7,78.2,-0.55,2.51,86.47,0.31,9.77,87.25,-0.44,8.61,84.25,0.28,12.46,91.11,-2.25,8.9
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,7,78.13,-0.37,2.44,85.46,0.3,10.89,87.36,-0.71,6.31,84.56,0.33,13.45,93.47,-2.33,10.82
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,7,78.29,-0.42,2.49,85.05,0.24,11.48,86.91,-0.68,6.11,84.96,0.27,13.34,93.45,-2.29,10.77
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,8,88.57,-1.98,2.37,86.36,0.22,1.85,89.74,-0.57,2.53,93.59,-1.28,5.75,89.19,-2.36,11.63
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,8,88.72,-1.96,2.39,85.52,0.27,2,88.98,-0.53,2.4,93.63,-1.39,5.81,89.18,-2.39,11.62
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,8,88.57,-2,2.19,86.49,0.22,2.13,89.32,-0.53,2.43,93.6,-1.43,5.86,89.77,-2.33,11.63
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,9,81.29,-1.49,1.97,88.46,0.02,1.61,86.38,-1.86,8.64,89.78,-1.89,9.66,81.25,0.02,12.64
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,9,82.03,-1.69,1.92,87.44,0.08,1.63,85.21,-1.87,8.92,89.49,-1.83,9.52,81.1,-0.03,12.6
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,9,83.27,-1.63,1.81,87.5,0.03,1.73,85.38,-1.78,8.01,89.66,-1.85,9.45,80.89,-0.1,12.57
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,10,89.04,-2.75,3.88,90.7,-0.52,3.88,86.86,-0.86,3.18,93.08,-1.45,5.86,92.87,-2.15,7.82
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,10,90.44,-2.93,4.31,92.21,-0.6,4.38,86.86,-0.79,3.24,92.25,-1.38,5.29,92.05,-2.13,7.77
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,10,91.09,-3.06,4.65,82.53,-0.66,4.55,87.47,-0.86,3.38,92.63,-1.42,5.53,92.82,-2.17,7.82
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,11,89.95,-3.38,5.32,88.18,-1.65,13.38,81.65,0.71,16.67,90.86,-2.7,14.16,84.66,-1.32,24.09
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,11,90,-3.36,5.37,87.96,-1.63,13.2,83.46,-0.13,14.36,90.72,-2.75,14.24,84.23,-1.28,24.36
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,11,90.07,-3.36,5.39,87.88,-1.61,13.13,83.61,-0.43,12,90.79,-2.73,14.33,83.19,-0.89,24.89
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,1,12,89.82,-2.53,3.64,91.23,-0.31,3.58,81.19,0.03,9.27,89.52,-0.48,6.33,74.48,1.75,9.5
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,2,12,89.5,-2.54,3.73,91.51,-0.22,3.68,82.55,-0.22,9.16,89.48,-0.5,6.33,76.18,2.32,10.98
"Flower, water",Nutrient solution,HSR,NSA 0.1,NSA_0.1_KW,2,KW,3,12,89.72,-2.59,3.8,91.58,-0.38,3.9,81.77,-0.12,10.09,89.54,-0.36,6.39,76.33,2.44,11.11
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,1,89.15,-3.68,8.14,90.14,-0.52,3.96,86.31,-1.66,4.94,93.39,-1.35,4.94,90.28,-1.4,3.93
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,1,89.56,-3.85,8.38,90.2,-0.52,4.06,87.41,-1.52,4.37,92.32,-1.26,4.44,84.75,-1.07,3.5
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,1,89.36,-3.93,8.62,90.09,-0.63,4.1,87.7,-1.44,4.15,93.05,-1.34,4.77,85.56,-1.22,4.2
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,2,89.72,-2.75,6.09,89.34,0.16,1.7,88.01,-0.65,3.24,90.24,-0.88,4.23,85.63,-1.29,7.32
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,2,90.28,-2.95,6.1,88.4,0.23,10.35,86.84,-0.61,3.08,90.54,-0.79,3.75,84.94,-1.39,7.65
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,2,90.29,-2.83,6.04,88.26,0.17,1.28,86.52,-0.49,3.01,91.94,-1.06,4.28,85.02,-10.35,7.83
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,3,82.44,-2.97,5.78,73.52,-1.69,14.96,80.73,-2.13,10.23,88.86,-1.21,5.89,82.13,-1.04,8.82
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,3,83.3,-3.09,5.92,76.21,-1.51,12.68,81.98,-2.29,9.58,80.61,-0.79,4.51,82.76,-0.86,8.18
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,3,83.63,-3.15,6.04,78.23,-0.95,9.35,82.05,-2.26,9.19,75.32,0.6,3.62,82.47,-0.74,8.04
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,4,70.51,0.04,1.29,87.64,-0.17,3.01,54.05,1.68,5.33,91.87,-1.54,6.21,90.86,-1.88,6.88
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,4,68.74,0.52,1.19,88.73,-0.15,3.18,53.9,1.82,3.65,91.98,-1.54,6.37,91.58,-1.98,7.5
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,4,66.15,0.9,1.15,88.53,-0.26,3.26,55.13,1.98,3.32,91.92,-1.58,6.42,92.01,-1.98,7.65
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,5,87.48,-3.38,5.64,91.52,-1.85,6.91,83.49,-2.01,6.32,89.67,-2.5,9.9,88.72,-3.34,11.69
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,5,87.24,-3.46,5.61,92.06,-1.9,7.06,83.2,-1.96,6.27,87.72,-2.18,8.71,88.69,-3.27,10.9
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,5,87.56,-3.43,5.69,92.31,-1.86,7.13,83.73,-1.97,6.24,86.92,-2.03,8.5,88.92,-3.33,10.9
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,6,79.15,-2.06,5.09,87.05,0.16,2.04,76.05,0,1.82,92.17,-1.86,7.19,89.65,-2.13,7.33
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,6,80.67,-2.23,5.05,87.01,0.25,2.07,85.84,-0.17,1.91,91.57,-1.74,6.43,90.1,-2.16,7.34
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,6,80.5,-2.31,5.04,87.09,0.21,2.04,79.54,0.39,0.78,91.35,-1.74,6.32,90.25,-2.18,7.37
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,7,55.09,1.79,1.07,91.07,-0.84,6.04,85.17,-0.74,5.05,90.14,-1.15,11.28,74.4,3.31,18.77
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,7,55.4,1.74,1.2,91.02,-0.85,6.12,73.95,-0.18,5.43,89.91,-1.14,11.03,73.91,3.18,18.83
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,7,55.43,1.86,1.23,91.14,-0.88,6.15,74.23,-0.19,5.45,89.86,-1.2,10.81,73.01,3.44,18.54
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,8,77.15,-2.89,5.14,90.95,-2.12,7.76,87.03,-2.2,6.4,93.19,-2.28,8.04,82.91,-0.44,17.48
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,8,83.53,-3.24,5.39,90.85,-2.11,7.82,87.4,-2.31,6.53,93.02,-2.28,7.99,81.4,-0.39,16.56
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,8,85.64,-3.36,5.31,90.77,-2.08,7.94,86.9,-2.17,6.58,93.05,-2.38,8.06,80.89,-0.25,16.04
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,9,72.35,-0.81,3.37,89.2,0.23,1.24,91.42,-0.96,3.71,93.95,-1.43,5.05,91.21,-1.56,5.19
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,9,74.86,-1.25,3.36,89,0.36,1.14,90.96,-0.85,3.39,93.99,-1.47,5.02,90.3,-1.41,4.67
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,9,75.28,-1.24,3.4,89.11,0.25,1.27,90.66,-0.93,3.36,93.93,-1.42,5.04,90.31,-1.35,4.34
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,10,83.07,-3.77,7.3,89.05,-1.92,6.41,91.87,-2.66,7.67,93.16,-2.76,8.89,86.3,-3.3,11.44
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,10,84.49,-4.09,8.02,89.59,-2.02,6.49,91.49,-2.53,7.34,92.73,-2.8,8.72,84.34,-3.1,10.66
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,10,88.02,-4.37,9.34,90.18,-2.15,6.77,92.19,-2.64,7.84,93.4,-2.85,8.95,77.84,-2.17,8.26
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,11,81.44,-5.1,13.55,90.86,-1.81,6.82,89,-2.51,6.85,91.8,-2.8,11.51,91.98,-3.31,11.31
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,11,82.04,-5.15,13.37,91.01,-1.73,6.81,77.81,-1.77,5.08,91.33,-2.79,11.34,92.3,-3.35,11.64
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,11,82.36,-5.28,13.41,91.06,-1.87,6.81,82.15,-2.04,5.35,91.1,-2.8,11.24,92.3,-3.33,11.67
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,1,12,74.07,-1.42,4.01,68.61,-1.17,19.4,85.06,-0.91,7.38,90.36,-1.95,7.48,90.97,-2.31,10.35
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,2,12,75.09,-1.52,4.39,67.32,-2.62,27.38,85.63,-0.91,7.38,90.55,-1.89,8.08,91.49,-2.25,9.4
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.3_KW,3,KW,3,12,75.56,-1.57,5.18,63.59,-3.16,29.2,85.97,-0.81,7.25,90.8,-1.99,8.35,91.24,-2.69,9.65
"Flower, water",Nutrient solution,HSR,NSA 0.3,NSA_0.5_KW,4,KW,1,1,88.66,-3.49,6.04,87.82,-1.96,6.76,89.22,-2.65,11.27,90.45,-0.97,7.52,88.51,-2.73,13.89
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,1,87.81,-3.61,6.4,88.11,-1.98,6.88,88.07,-2.62,22.23,88.94,-1.73,9.99,88.46,-2.68,13.84
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,1,88.25,-3.55,6.25,87.04,-1.96,6.66,86.99,-2.44,10.78,88.87,-1.76,10.01,88.55,-2.56,13.98
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,2,85.07,-2.52,4.82,83.03,-0.28,3.08,78.98,0.04,2.47,91.21,-1.48,5.63,87.01,-1.87,12.04
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,2,85.23,-2.56,4.86,82.13,-0.39,3.04,78.29,-0.07,2.4,91.48,-1.81,6.36,87.14,-1.65,11.96
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,2,85.59,-2.6,4.89,83.14,-0.32,3.09,77.88,-0.07,2.37,92.04,-2.06,7.55,86.83,-1.87,11.91
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,3,85.52,-1.85,3,79.07,0.74,1.2,80.5,0.11,1.95,92.89,-1.15,4.86,91.65,-1.4,7.12
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,3,85.56,-1.84,2.87,71.52,1.16,0.87,82.73,0.04,2.25,90.43,-0.85,3.93,91.51,-1.58,6.94
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,3,85.63,-1.8,2.93,71.99,1.34,1.15,85.47,-0.23,2.67,91.5,-0.94,4.29,91.47,-1.5,6.88
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,4,57.97,-0.56,4.85,87.86,-0.29,2.95,77.8,0.25,0.74,91.56,-1.53,6.91,90.2,-1.38,9.03
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,4,61.66,-0.62,3.62,87.73,-0.41,3.12,73.41,1.06,-0.12,91.41,-1.57,6.87,89.99,-1.28,8.67
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,4,63.13,-0.78,3.32,87.78,-0.44,3.3,78.09,0.6,0.2,91.71,-1.58,6.99,90.08,-1.37,8.64
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,5,86.88,-1.79,2.44,87.12,-0.71,4.27,88.72,-1.27,4.22,91.42,-1.19,8.32,81.42,0.41,11.68
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,5,89.73,-1.94,2.69,87.75,-0.68,4.41,86.84,-1.15,4.36,91.57,-1.29,8.33,78.62,0.54,11.23
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,5,90.71,-1.95,2.84,87.97,-0.72,4.44,87.27,-1.13,4.23,91.8,-1.23,8.29,79.34,0.42,11.39
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,6,79.71,-2.25,4.7,90.21,-1.27,4.3,87,-1.13,3.73,91.68,-2.18,7.37,86.68,-1.27,14.48
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,6,85.93,-2.81,5.01,91.37,-1.47,4.9,87.14,-1.22,3.85,91.58,-2.26,7.51,85.47,-1.33,14.22
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,6,86.76,-2.94,5.08,91.6,-1.58,5.04,87.66,-1.35,4.07,91.28,-2.29,7.5,85.91,-1.33,14.29
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,7,81.05,-1.49,3.16,89.79,-1.25,8.21,83.24,-0.73,6.48,88.53,-1.91,10.12,91.73,-3.16,11.25
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,7,84.5,-1.81,3.26,90.84,-1.24,8.14,82.17,-0.06,7.56,88.45,-1.85,10.19,91.33,-3.25,11.32
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,7,87.4,-1.94,3.39,91.46,-1.24,8.09,83.05,-0.81,7.73,88.38,-1.81,10.18,91.18,-3.31,12.23
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,8,73.63,-1.31,4.77,89.95,-0.9,4.99,91.21,-1.15,6.01,90.8,-1.55,7.29,90.69,-2.96,12.79
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,8,83.81,-2.43,6.18,90.07,-0.79,4.93,91.08,-1.42,8.41,90.5,-1.58,6.98,90.66,-2.99,12.9
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,8,85.83,-2.6,6.59,90.52,-0.83,5.11,90.73,-1.37,8.09,90.47,-1.52,6.94,90.71,-2.99,12.86
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,9,86.45,-2.86,4.94,85.43,-0.53,3.3,88.81,-1.3,5.77,89.96,-1.12,6.34,87.15,-1.8,11.72
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,9,87.54,-2.97,4.92,84.96,-0.51,3.35,89.18,-1.27,5.78,90.69,-1.17,6.36,85.8,-1.84,11.27
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,9,87.86,-3.01,5.09,85.11,-0.58,3.48,89.42,-1.28,5.76,91.14,-1.2,6.42,84.06,-1.67,10.4
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,10,87.22,-2.95,4.37,92.06,-1.63,6.2,87.74,-2.36,6.87,93.08,-1.7,6.89,84.15,-0.46,16.02
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,10,88.05,-3.02,4.44,92.4,-1.71,6.42,85.38,-2.06,7.3,93.22,-1.59,6.85,84.27,-0.61,16.6
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,10,88.46,-3.13,4.47,92.74,-1.69,6.56,87.52,-2.14,7.5,93.24,-1.58,6.83,84.03,-0.74,15.88
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,11,84.38,-2.14,7.04,85.4,-0.31,10.65,78.27,1.23,11.73,76.5,2.94,15.25,87.7,-1.62,12.72
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,11,84.53,-2.18,7.07,85.25,-0.33,10.74,77.46,1.36,12.14,76.24,2.9,15.11,87.9,-1.64,12.41
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,11,84.46,-2.16,7.27,85.3,-0.33,10.7,78,1.23,12.06,76,2.87,15.16,88.25,-1.52,12.33
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,1,12,90.02,-2.26,2.86,89.46,-0.77,5.31,88.53,-1.2,6.6,88.88,-0.83,9.52,90.5,-2.26,9.34
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,2,12,90.35,-2.37,2.98,88.89,-0.64,5.25,90.21,-1.34,6.51,88.95,-0.82,9.48,91.26,-2.39,9.32
"Flower, water",Nutrient solution,HSR,NSA 0.5,NSA_0.5_KW,4,KW,3,12,90.29,-2.4,3.02,88.88,-0.67,5.4,90.59,-1.24,6.47,89.05,-0.8,9.45,91.61,-2.41,9.33
